youtube_id,time_start,time_end,split
BY0dp27BpjU,000140,000150,train
JhC8il8rMnE,000000,000010,train
305I9ZF4Y9w,000011,000021,train
kHwLUvuxgCk,000010,000020,train
F3-vyVQ63Z4,000250,000260,train
nJxKh17skmo,000211,000221,train
HE4m2pSuz_I,000030,000040,train
fMqFugwX8Tc,000026,000036,train
9cu2dhaXb6I,000379,000389,train
wwsHb58v2iQ,000006,000016,train
ZHubd5uJjQ4,000014,000024,train
nd9oT-s_ISI,000004,000014,train
9MTTl2lMkcY,000009,000019,train
a5XYYxIhZmY,000081,000091,train
kOjkB7i1igc,000003,000013,train
ZQb3GWgx3wc,000000,000010,train
9bx-YVn-N2s,000000,000010,train
VbQLp-cqHAA,000102,000112,train
xVam2K4WJ54,000007,000017,train
InSYAA9cJOs,000015,000025,train
hasHFfny_X0,000008,000018,train
CSz0mcaxur4,000007,000017,train
QxZ5kYEJWxw,000004,000014,train
_DNb_6w2cZM,000001,000011,train
eZTQRUBQxqw,000031,000041,train
cs4UM8n4-Jc,000311,000321,train
WOCjeK86EVU,000176,000186,train
DcwyDVypfYg,000000,000010,train
--nQbRBEz2s,000104,000114,train
X50XtZb0WwU,000000,000010,train
y3tc_T-gL4c,000042,000052,train
S1fQycdwCGU,000004,000014,train
pb803SLNzDU,000003,000013,train
BOw4uYkjImw,000031,000041,train
2cPLjY5AWXU,000001,000011,train
wO9odHj7Ukw,000026,000036,train
iCT8VHCVRSc,000021,000031,train
hcM3tCmCADE,000019,000029,train
HtlkxsU62ls,000000,000010,train
YcoC4lDIrPU,000006,000016,train
btX0PMRlEPg,000001,000011,train
f7Z6BmBkcq4,000006,000016,train
pj1OiSpSFI0,000022,000032,train
fImfVlKAtco,000001,000011,train
mQYuteamGwA,000003,000013,train
oiRWRYPYVBE,000062,000072,train
XZy7rX6yTmk,000025,000035,train
wxtLKS74xEA,000014,000024,train
sHOUanBw4cE,000109,000119,train
LcToHcdZ3As,000045,000055,train
KSyJy4FnlHo,000032,000042,train
HFCsRYHRftw,000107,000117,train
w5UCdQ2NmfY,000001,000011,train
JgELGkt0aM4,000002,000012,train
qcqdjWwsM2c,000009,000019,train
Iojxnu1K_aE,000000,000010,train
99qi0BthmnI,000015,000025,train
LQYJ7EQyoiQ,000238,000248,train
wr1zdEjU2CI,000022,000032,train
V9R6Oko-5oI,000157,000167,train
LhCxOxc1pUI,000011,000021,train
0DdTGVL4iRs,000414,000424,train
YFfZOLIq8uY,000051,000061,train
EUHThzXD-Ck,000013,000023,train
75qQcxNN34c,000022,000032,train
-vFMiGhptjI,000029,000039,train
EL5yddWPW-Q,000009,000019,train
v0ZCNe8-_Ik,000235,000245,train
6u2ccnhDOPo,000074,000084,train
1cWTEvQgvwg,000016,000026,train
SCwMA9Mb68Q,000115,000125,train
XapK3_NzMRA,000000,000010,train
w5GP7q64zo0,000000,000010,train
I236Du9_PfQ,000163,000173,train
cYJYH5Jm6as,000059,000069,train
eGvtkEd8iFg,000105,000115,train
ee6nRkt3sF4,000133,000143,train
MiDDlz6iuvw,000117,000127,train
v7dLxxDy7i0,000280,000290,train
RksI39EeVbM,000130,000140,train
cJDAxlzFk90,000276,000286,train
W7j6V77LM38,000004,000014,train
fMUqD8pY_Vs,000060,000070,train
sFBmWX-CjFk,000004,000014,train
ynpSuN4Gpmw,000000,000010,train
12nEXhHK0kM,000011,000021,train
t8GB9DqhYM0,000069,000079,train
uvIc6Rv0AQk,000098,000108,train
p-cY0tTnYmg,000001,000011,train
TjiXpXVurj4,000156,000166,train
l-RW78RmUS8,000052,000062,train
y9sie789Vug,000006,000016,train
tasWJmlGqC8,000046,000056,train
ztMHejlqscg,000080,000090,train
NTVUMI0JY1I,000006,000016,train
NAyIJxb_khk,000023,000033,train
gghcDrBpq-0,000045,000055,train
Td9OSh0lBl0,000220,000230,train
dplRiYsjQUk,000169,000179,train
RVQIvrvwA8I,000229,000239,train
TitP4OIBMEo,000554,000564,train
njoCaIgSf7Q,000124,000134,train
1438aE9LMgY,000055,000065,train
Gd2G223idsw,000013,000023,train
AMuD4K62DUo,000136,000146,train
XAoAcyy2Psc,000000,000010,train
-emx5qjikEc,000001,000011,train
PC6CsbgMiqg,000164,000174,train
Gk2pLT0A13s,000053,000063,train
naSQ6yg7E2Y,000298,000308,train
wdEcmPUnNzQ,000275,000285,train
4YSI_hAHShM,000003,000013,train
SLJBlFHPinU,000356,000366,train
boxfNbR2-j4,000678,000688,train
tAg6J13kdFI,000004,000014,train
dpn2eg9O3Rs,000861,000871,train
Xw8kBptXWCE,000024,000034,train
LmLOB5rlyWI,000019,000029,train
AqPeHqTDfGE,000068,000078,train
NqE4FpM7Ypk,000251,000261,train
0htNc0u9TDk,000000,000010,train
Qbo_tnzfjOY,000018,000028,train
naJp2IF0GxA,000367,000377,train
39Hvdi-q6qI,000009,000019,train
PHQkMPu-KNo,000022,000032,train
c6n1_Br_Gi0,000089,000099,train
-ejLPB4J4SM,000106,000116,train
79HQBfG8wMQ,000006,000016,train
-egPJubR-CE,000001,000011,train
2wA2ZT_1gdc,001095,001105,train
wTdO7pISUgs,000049,000059,train
5IqH-ONbhzI,000000,000010,train
5bGElGxGhbs,002934,002944,train
ksSkRXtJmWg,000424,000434,train
tAy33xmXZm0,000564,000574,train
A8ZmKagh-kM,000017,000027,train
2_iMJMN9-d0,000042,000052,train
lsUHYUUtqn0,000022,000032,train
ZL9yeFWRIHo,000003,000013,train
wvQ3DHI8wiQ,000048,000058,train
EO15LGshDfQ,000028,000038,train
tAnRE_25CsE,000016,000026,train
c_RslZ5vuug,000003,000013,train
hjKnYwZaVX4,000005,000015,train
ai59xGTp2bo,000008,000018,train
vYau9SZXn54,000037,000047,train
FGmy3FcKP0M,000010,000020,train
PKny3LkwR7c,000008,000018,train
mDi_MXX5QMw,000013,000023,train
5lhWPWS_Jls,000000,000010,train
8iWfa8K6q9k,000007,000017,train
rVNnXIWCe8E,000002,000012,train
j7pwhLbXPZI,000017,000027,train
YVx4Ct36FwQ,000037,000047,train
8xGUrnwsQJw,000002,000012,train
nU8SAk0OogA,000064,000074,train
5wIMOviYnW8,000031,000041,train
U1Digf9MgoM,000000,000010,train
-r8c7F4tOI8,000054,000064,train
sJVpRaqJ-I8,000000,000010,train
0CLLZNQN9aI,000032,000042,train
i4ssdweKkZY,000000,000010,train
ieIq7ym_UXQ,000007,000017,train
oBYZWvlI8Uk,000025,000035,train
krN9P22ZURk,000016,000026,train
j_OsTAVXTWQ,000070,000080,train
5uVHxPCk7d4,000002,000012,train
9vOxThR8gns,000013,000023,train
Z_dmlc4Sz3c,000045,000055,train
RsDgMNiF71Q,000000,000010,train
q7hDmOUFdP8,000000,000010,train
-PgjjBi_gqM,000047,000057,train
uM3T4tShCNU,000008,000018,train
qmpZOQ54FfI,000000,000010,train
1tZdoKrBtM0,000081,000091,train
CpeXj_A8YKY,000038,000048,train
5VuP2hhd3bo,000011,000021,train
t5fAR8y0lb0,000098,000108,train
iuJgXPBvrWU,000000,000010,train
YSGHvSk3xqY,000001,000011,train
CiX4QLf0MyA,000014,000024,train
NhookIisNLk,000049,000059,train
eZ8FIRHcKNA,000000,000010,train
qpxCh_HvMoU,000065,000075,train
XXPBkCkC2tQ,000021,000031,train
q-kzc-82_54,000017,000027,train
yQe_2Yk6NPM,000037,000047,train
25a-M6hXKn4,000077,000087,train
JTbC0TCeLkU,000035,000045,train
tLaGXcUF8n4,000018,000028,train
hFRHDsPC8EE,000032,000042,train
FcyIa1Fmg9A,000033,000043,train
M_iCOtGn9S0,000012,000022,train
K0RAdmpnfuc,000109,000119,train
JYpIqH8p06Q,000004,000014,train
-NioQY3j1kg,000101,000111,train
x3neRy1PTJ4,000047,000057,train
CNOMSyctW90,000082,000092,train
U3_S9Fs3hFQ,000103,000113,train
eu1rVQkOuPc,000018,000028,train
0cONsRVrLbU,000023,000033,train
QzZDEzM2uZA,000008,000018,train
tkkRBRYUP1U,000058,000068,train
j7VkvDry8NA,000009,000019,train
kj9f0lUw-Ao,000004,000014,train
KxtIwSEDsWc,000014,000024,train
xfTN7dmHB1w,000007,000017,train
sZrAqcjSogA,000035,000045,train
zA42d5OTSXU,000042,000052,train
3dqMW1llc0c,000026,000036,train
0N3v4nJxZ7k,000067,000077,train
Z1unTTxreEA,000020,000030,train
TYqirauBM1w,000007,000017,train
MplRY7Nvhm0,000000,000010,train
MlVwR-SLF_Y,000029,000039,train
C5Yqp_3ROlE,000002,000012,train
IdLzB7hYE0k,000012,000022,train
HQAlHqRz9Os,000046,000056,train
k1SgRqW-rnM,000029,000039,train
8hXxJW8433w,000064,000074,train
Q6EWIIHwOHw,000196,000206,train
BY0883Dvt1c,000020,000030,train
CeytOatOhNY,000382,000392,train
4R7DbudEm8U,000137,000147,train
OEGarMnMljQ,000007,000017,train
btOiPNHmqIk,000001,000011,train
tcqZLCH3TUQ,000031,000041,train
BDtqE2YRjw4,000032,000042,train
EcD6Ae2frs4,000171,000181,train
CJOeYElSu0o,000661,000671,train
Wo8JYP8rgNI,000011,000021,train
IDSbtVcmL_w,000048,000058,train
Pimq2Pv53Ok,000041,000051,train
ICzjp1d9FiE,000098,000108,train
rccUF2VuhA0,000141,000151,train
BqkgbBrcMRc,000009,000019,train
3S1tjOuLHhM,000004,000014,train
-wu9MYTvBUI,000013,000023,train
S_lVbeP5sHM,000002,000012,train
wpK03-wPpwY,000326,000336,train
JJZqbi-_-AI,000033,000043,train
o78ESIH9vxQ,000232,000242,train
vcxWclLxLO4,000662,000672,train
WPA8CxNR9x4,000010,000020,train
PXL5M4M_qKk,000024,000034,train
W4sdGPdmmdE,000000,000010,train
cry4JKbEQdg,000028,000038,train
Cfg-a5FcCC4,000014,000024,train
njBD_emzWII,000017,000027,train
6AHRKK-G7PI,000027,000037,train
8r_grWQnERE,000195,000205,train
LSVpUysDuFE,000163,000173,train
9NaSUTkmwks,000034,000044,train
Fb2B-B6-TNg,000041,000051,train
f4K2pnylVfw,000511,000521,train
LUUz6SzW840,000071,000081,train
3t0GVOitXc8,000000,000010,train
08z9XssaDHo,000015,000025,train
aiy8vbjXSqI,000182,000192,train
whtWyaCRd6M,000028,000038,train
p7jXDTyhF0Q,000102,000112,train
0GhiRoYWhr8,000261,000271,train
p1v60wmhV7w,000046,000056,train
xW7GC0bq54c,000034,000044,train
42Vx9FGzmkM,000031,000041,train
X_Wkqc3j9IQ,000012,000022,train
bF-1oIRBisU,000000,000010,train
qiZ4_3ohWGk,000267,000277,train
fsoril4j_64,000069,000079,train
khoHrQXFvAM,000009,000019,train
9cgYs-D4toM,000038,000048,train
rqIe-C6nEv0,000004,000014,train
4hxnP0stMN0,000003,000013,train
vCV2BCbibRc,000002,000012,train
VADKkEVjQrU,001656,001666,train
QhVGsWEIVOE,000000,000010,train
pWOl7B7jf0U,000000,000010,train
Injvo7ENQzw,000029,000039,train
DaTCCMQfJ20,000467,000477,train
S0Xwh6F6tz0,000031,000041,train
9i7S_QrZ-a0,000000,000010,train
E15fuG-tYGM,000014,000024,train
io3iO6BtDMo,000000,000010,train
27jJKXiB9Y8,000009,000019,train
I10qDp3sokc,000003,000013,train
erSoY-STyBQ,000207,000217,train
Jck4NlSIX-I,000019,000029,train
bQFy3kdIia4,000104,000114,train
IcXj4je-tto,000000,000010,train
LIsRTL0UdX8,000100,000110,train
hdQ-0dvp1iI,000003,000013,train
h6d2C-RWOTw,000003,000013,train
hIgj5icZe7M,000133,000143,train
it-IIR-qUIg,000150,000160,train
3and4vWkW4s,000011,000021,train
9W09aRkVYC4,000004,000014,train
u2uhrc0GBOo,000034,000044,train
O9cTHUPbLE8,000090,000100,train
-UJgyiWe500,000029,000039,train
uu9s3I7Gr00,000357,000367,train
qhUuaUIH9iU,000000,000010,train
xqZu6MlayfM,000007,000017,train
ZCz5i5RGe_Y,000004,000014,train
mnUVG7T6iKg,000109,000119,train
V3QqvLD5834,000002,000012,train
MJGGXHSJwzM,000300,000310,train
6hZC8cEONUw,000020,000030,train
89Tu6aUtOYQ,000003,000013,train
c0cYF6RwWmg,000003,000013,train
gVVV3XGsOWc,000007,000017,train
0S-P4lr_c7s,000022,000032,train
-Qz25rXdMjE,000014,000024,train
PaOX6MnrWPM,000007,000017,train
v66KBZB9N-A,000000,000010,train
2x1lIrgKxYo,000589,000599,train
nLRMN9TbBUQ,000006,000016,train
mlKgVI-m1t4,000049,000059,train
5FiuTTrSfgU,000071,000081,train
aFK-biN9Ohk,000130,000140,train
UGols_TykRk,000019,000029,train
w0AjlyGN7dA,000079,000089,train
7kP0EmpM_MQ,000060,000070,train
UV4ZeMHiBQc,000000,000010,train
Nv2P0X1oT30,000024,000034,train
LNzzBCTErF8,000050,000060,train
FK6eDx5pM5s,000073,000083,train
Rc_M0Z30Do4,000029,000039,train
wKX4xAM8XJk,000172,000182,train
peG0V9l6wqg,000052,000062,train
lgPHhXBEv5c,000132,000142,train
b8Vxii5Rg9s,000003,000013,train
xDopg0F_qjM,000056,000066,train
6B9fIpZZ63s,000021,000031,train
nFPRkeHpLBo,000049,000059,train
Q9hlKBj6YsY,000049,000059,train
lKr1DsM6CCo,000150,000160,train
WKH_6MtSTak,000031,000041,train
YrOY3kKVYnI,000030,000040,train
pBKYlOY_HZM,000032,000042,train
Kf9uVJFp0CI,000152,000162,train
V0y5kGtndNk,000022,000032,train
cjWFoagU3No,000029,000039,train
iM-YcOIPexc,000091,000101,train
FB4vTlSjefw,000030,000040,train
hmsSSDoBu68,000023,000033,train
qot6Uptzf08,000010,000020,train
rrW71qKwekE,000222,000232,train
cauAE6xW1Oo,000032,000042,train
tIfzigO2GtY,000002,000012,train
nVtikMk9xFA,000002,000012,train
jhqI4AvIx80,000089,000099,train
raWTbmn-V7I,000000,000010,train
3Mw1UbYWCxg,000000,000010,train
2XaWhgxfRto,000012,000022,train
5m_yUAT-sZw,000090,000100,train
Qa25tz3Ch18,000000,000010,train
PDUxxdfOyL0,000011,000021,train
NgCVJBsQKoI,000001,000011,train
Uv1PHqcbi9w,000022,000032,train
_Lo3hFbum_o,000005,000015,train
kIR7uN31YWg,000016,000026,train
4f43MO-PgGQ,000021,000031,train
M84NkI_SrQ4,000002,000012,train
BR_xexuO7Ac,000019,000029,train
9XYj9XOy-RA,000000,000010,train
mZ7vnRx8_Eo,000025,000035,train
_hwI3fEVXr8,000000,000010,train
kF63_XqYztY,000003,000013,train
mavoXrdKet4,000057,000067,train
Jzx88h4hKCw,000028,000038,train
yf4roTfZu9g,000092,000102,train
p9Nb7PNFbrw,000062,000072,train
NKUzN920_Tg,000022,000032,train
2tWMAtR8lIo,000022,000032,train
HxGk6WDkOzk,000046,000056,train
hCZlftwQj-4,000018,000028,train
-10xhPhBo0k,000498,000508,train
i9-V5vD2wQ8,000009,000019,train
OdBU8dHxom0,000112,000122,train
ocAiWoqVKLc,000293,000303,train
w5CH2nSPUa0,000031,000041,train
G4KxzVy0MiI,000057,000067,train
vbqJPKUc6fk,000003,000013,train
oRct_2ZEJZo,000004,000014,train
SaGEPjByLdM,000021,000031,train
4C7tuhI8Cnc,000709,000719,train
TKzpp1YaFdI,000021,000031,train
NMN5nRTVmzo,000003,000013,train
lrhYA1QZVrs,000008,000018,train
rUB3V8wDOGo,000127,000137,train
a8taFqSiigM,000040,000050,train
F2iUISyMCNs,000002,000012,train
e_Tk_m0nVc8,000021,000031,train
-p0i17FW9gY,000033,000043,train
kWPaGg1XSNY,000010,000020,train
r98ZzKo2USc,000002,000012,train
G4hBScq-qFo,000043,000053,train
669C6dRoCc8,000000,000010,train
hCYbz9lZjqA,000198,000208,train
5d-dJ2ixX0M,000004,000014,train
SLIb7mQFMjs,000015,000025,train
cuOsRai-HCE,000126,000136,train
Q5M88_07AFE,000009,000019,train
PxKSE8BD1bA,000099,000109,train
U3PzNp5bSPg,000030,000040,train
b9EZArnrXeQ,000105,000115,train
Vljj_4HJtVY,000151,000161,train
fpz4ttwst1U,000180,000190,train
MOU1ulzuypg,000543,000553,train
Jnhn63rRts0,000090,000100,train
Cs3u-bGzWvQ,000038,000048,train
QMRW_j6up_Q,000000,000010,train
MHsSvd1h4M8,000010,000020,train
bFn4oCx5K58,000322,000332,train
mngF930_nN8,000082,000092,train
Rrwnqxyr79A,000023,000033,train
-pur4QkXp8Q,000003,000013,train
E8C1qG80H5g,000030,000040,train
pF5SFh2fK2A,000104,000114,train
W2OKlTf7rPA,000253,000263,train
IN9cfbJeA_k,000118,000128,train
81bJsGNMEyg,000309,000319,train
x8--w1-SodQ,000076,000086,train
L_ebplc8Eb4,000239,000249,train
5Dfu6twfwyc,000069,000079,train
r6uYDghbeGg,000151,000161,train
EEuyL3COBXs,000031,000041,train
AWt20jQnRv0,000323,000333,train
SZfx_a1szzc,000192,000202,train
HvSwLk3jmSA,000037,000047,train
e2lQ10CZRUU,000002,000012,train
nqkHHTlGRws,000071,000081,train
x3ruEMUxtAA,000005,000015,train
jAh3AJvSytE,000015,000025,train
_wTCCNWuXz0,000391,000401,train
Jk0NGu07OhM,000015,000025,train
XraYM6shIBY,000124,000134,train
SxWD5jXbZIo,000201,000211,train
8V7TpYVU_Ig,000051,000061,train
DqamlESwZRI,000090,000100,train
CfLPxinEI_M,000115,000125,train
j5vGNyssdf8,000664,000674,train
ySGfOtaLdXU,000135,000145,train
J6DYE4pe0kQ,000228,000238,train
5m3jvLpoWz4,000020,000030,train
68rJdc3rpNA,000239,000249,train
8MUbBsnvM1E,000110,000120,train
lh0fKfKV5Io,000195,000205,train
pOr92zxyDb4,000515,000525,train
Fxw4ocLEWhs,000000,000010,train
6QlbZyS7sso,000672,000682,train
ljOSp0MEC8c,000032,000042,train
0i-GKbmb2Ck,000047,000057,train
TP1cpzRItNU,000042,000052,train
qTyZUNg49nU,000114,000124,train
FtmZsV1PJZA,000028,000038,train
-cXQ3ZCR41w,000016,000026,train
dHozauB5PzI,000144,000154,train
Kbsc93f9i3w,000296,000306,train
LLjOojSNz1M,000323,000333,train
T5WXrsy2WhE,000067,000077,train
fQ4yF67NJe8,000003,000013,train
6UD4dAIXKXQ,000123,000133,train
q9O27SNh4gY,000112,000122,train
FhpDh5WK3XE,000053,000063,train
qiN6kpWhg-8,000111,000121,train
6tDc2vznO2w,000087,000097,train
8vYpECA_Zjs,000211,000221,train
XaxeDqK2PF4,000636,000646,train
QTmsj_RD7qQ,000027,000037,train
4v1lI-U7W5c,000359,000369,train
z9Nh2tgzLog,000159,000169,train
lYXFCv3_amE,000127,000137,train
M_BZ33RROkg,000921,000931,train
LUURs6KHtko,000260,000270,train
8B-NTFfqYfA,000054,000064,train
eFJ89NW4KFE,000520,000530,train
btvQ6pUFv50,000009,000019,train
U2OFnqJbAPw,000002,000012,train
zwNhjE3ZFBs,000235,000245,train
886CJ3pI_wU,000162,000172,train
xK_f6YviQ3c,000686,000696,train
UL68VK5Hty0,000058,000068,train
1IoGNtMjEJA,000076,000086,train
s-IB7twX6QU,001329,001339,train
LuIxcibyUlE,000129,000139,train
UlYUJj-tDlY,000018,000028,train
ir-x9uXDeB8,000197,000207,train
B88WkY2FP0c,000219,000229,train
p-hOHia-2Ns,000081,000091,train
4c_IJh8W2CA,000174,000184,train
XMzGUnwxJh4,000174,000184,train
CB1iIWtDpSI,000431,000441,train
AIda5wkk4qY,000378,000388,train
ER66qK68tUo,000101,000111,train
UzdOv2bkL08,000551,000561,train
HIJXmZQOnLQ,000257,000267,train
LsHcBUvuz3Q,000325,000335,train
zUURtypYeEU,000277,000287,train
jnZu10G0Te8,000008,000018,train
KkMmUNNMeTU,000163,000173,train
XyQI3k_dxSA,000058,000068,train
6FEwHX0NpOQ,000386,000396,train
Hi5qm1bUMK8,000011,000021,train
-C6BDDvJO4A,000045,000055,train
msSBGqpypYY,000014,000024,train
gPR-3s3pQFc,000270,000280,train
zXvn3gZCeqI,000317,000327,train
cl9CzsWEJqk,000513,000523,train
I15aEc7vyrk,000014,000024,train
pwQLS8AUP84,000261,000271,train
QBzPye0cuD8,000086,000096,train
rWex6zIMd1w,000236,000246,train
j7XRhRBKvm4,000218,000228,train
ks1N18QiKUU,000015,000025,train
alKHCEUbnAs,000092,000102,train
Yqf6O4LBZLU,000265,000275,train
V2-laPR8Nh4,000320,000330,train
tDX9c4VhoyE,000527,000537,train
zag9E9AuqJg,000308,000318,train
0Cegwffz0Ck,000487,000497,train
y77LUs81ZIw,000064,000074,train
NM0RoIsE9xo,000082,000092,train
VdqSJ5sOaIw,000022,000032,train
PI3Hy8LsWIo,000012,000022,train
Kyo4nqSVbPk,000220,000230,train
r8v-_RMh2RM,000259,000269,train
q7yoH8pguq8,000163,000173,train
ygax0_XtJBE,000456,000466,train
fX6cKdVOXlc,000329,000339,train
gjSekXUt610,000240,000250,train
eczjBrvBzxo,000201,000211,train
UmPNzmtc6g4,000172,000182,train
lmbdqdfxOdc,000008,000018,train
nD7Feb72IEw,000034,000044,train
WyxlC9H_ZGo,000367,000377,train
lMFgqPLWCEg,000005,000015,train
XSFsezf_l5U,000008,000018,train
FiAJPP_YAhQ,000008,000018,train
2dZwj-7TxUw,000030,000040,train
SHCBn7g1qVQ,002272,002282,train
djyEYZxHhqg,000004,000014,train
muTrh9av8vc,000121,000131,train
yeNwnjCPAro,000184,000194,train
FcQaMPNMqXc,000140,000150,train
wYAqYwYHWxI,000074,000084,train
OCv7T5KJnug,000183,000193,train
JyIib4RYpWE,000275,000285,train
wQbvfLe1Zbo,000000,000010,train
tmKIXwsc0gQ,000838,000848,train
p-OVfu6lcCk,000312,000322,train
ijA3j8TEyec,000053,000063,train
5pWT777qZ00,000044,000054,train
z5ZoCUPMbZY,000043,000053,train
5qMcueWULmw,000125,000135,train
IrNPFv81Iuw,000115,000125,train
gh0qUfjRKxA,000056,000066,train
Oz8xoP_6kRA,000012,000022,train
_0CvN5GmthM,000056,000066,train
FXZJ6aQkZkY,000053,000063,train
BEUNWOnEwJQ,000068,000078,train
tf1IjsajNGo,000006,000016,train
0sCiYw1SPhE,000003,000013,train
E7PObyOy21s,000006,000016,train
X7Q0NiJXuZA,000000,000010,train
dYY3TxxBH2Q,000106,000116,train
0j9GhCzAxy4,000046,000056,train
MfsRGztktsA,000032,000042,train
An4_fdvCMGs,001344,001354,train
gfjFxtZ-BNM,001443,001453,train
x7-fJ0OX7ZI,000043,000053,train
rhnOJfJ-PeA,000072,000082,train
Ib1udZd5jOM,000018,000028,train
A7zGPGX9bL8,000302,000312,train
3bY4yd4Fb9o,000417,000427,train
v049hfWwoR4,000197,000207,train
mru4QBZI-R0,000024,000034,train
cn9h0wa9VvU,000005,000015,train
m53iiW3btck,000164,000174,train
KJgpJjhdKfM,000723,000733,train
yBsSqb4orpw,000000,000010,train
rAmTKnwQf0Q,000094,000104,train
cAcnW55E_2Q,000011,000021,train
2OlWhcFoaMM,000117,000127,train
ozLN6G20cUw,000000,000010,train
LExCUx4STW0,000031,000041,train
koSrRhSKF9s,000032,000042,train
